pmcid,methods_materials,definitions_diagnosis_ranges,clusion_criteria,formula,misc
PMC6848580,"The VIP survey determined fasting blood glucose (FPG) and 2-h plasma glucose (2hPG) measured in a 75-g oral glucose tolerance test from capillary plasma samples using a Reflotron benchtop analyser (Boehringer Mannheim GmbH, Mannheim, Germany).",0,0,0,1
PMC6848580,The Shanghai Survey determined serum total cholesterol (TC) using enzyme colorimetry (Roche COBAS C501 automatic biochemical analyser) and defined hypercholesterolaemia as total serum cholesterol of 6.2 mmol/L or more [17].,1,0,0,0
PMC6848580,The VIP used a Reflotron benchtop analyser (Roche Diagnostics) and defined hypercholesterolaemia using the same threshold (serum cholesterol of 6.2 mmol/L or more) and/or the use of a lipid-lowering medication during the preceding 14 days.,1,0,0,0
PMC6848580,Main OutcomeThe main outcome measurement was the presence of prediabetes or T2DM.,0,0,0,0
PMC6848580,T2DM was defined on the basis of a combination of a self-reported questionnaire (“Have you been diagnosed by a healthcare professional as having T2DM?”) and blood measurement (HbA1c as a diagnostic tool in the Shanghai Survey; FPG and 2hPG as the diagnostic tools in the VIP).,1,0,0,0
PMC6848580,Participants with T2DM were then classified as having a diagnosis of T2DM from a doctor or as having undiagnosed T2DM if they had no diagnosis from a doctor but an abnormal blood test.,1,0,0,0
PMC6848580,The Shanghai Study used an HbA1c cut-off value from the American Diabetes Association (ADA) [18] and the WHO criteria [19].,1,0,0,0
PMC6848580,"The VIP only used the WHO criteria, because only capillary blood samples were available.",1,0,0,0
PMC6848580,"Prediabetes was defined as the absence of T2DM, but the presence of an abnormal blood measurement based on the ADA and WHO criteria.",1,0,0,0
PMC6848580,Table S1 in the supplementary material summarises the diagnostic criteria used in the Shanghai and VIP surveys.,0,0,0,0
PMC6848580,Statistical AnalysisThe descriptive statistics of categorical variables were presented as frequency and percentage.,0,0,0,0
PMC6848580,"To enable a comparison between the two populations, we calculated the age- and education-adjusted prevalence of prediabetes and T2DM.",0,0,1,0
PMC6848580,"Multinomial logistic regression models with enter selection method were used to examine any association between sociodemographic, lifestyle and biological factors and the prevalence of prediabetes or T2DM, by sex, for the Chinese and Swedish populations.",0,0,0,0
PMC6848580,"The dependent variable was categorised into three groups of ‘normal blood glucose’ (as per the reference category), ‘prediabetes’ and ‘T2DM’.",0,0,0,0
PMC6848580,The associations between the independent variables and prediabetes and T2DM were presented using adjusted odds ratios (OR) and 95% confidence intervals (CI).,0,0,0,0
PMC6848580,"Following the logistic regression analysis, we conducted post-estimation analyses to estimate the predicted probabilities of T2DM in different age groups for individuals with different levels of BMIs (as a continuous scale).",0,0,0,0
PMC6848580,All the analyses were stratified by sex.,0,0,0,0
PMC6848580,"Data analyses were performed using Stata Version 15.1 (StataCorp, College Station, Texas, USA).",0,0,0,0
PMC6848580,Statistical significance was set at p < 0.05 for the two-sided test.,0,0,0,0
PMC6280270,"MethodsWe included 358 patients who underwent elective CTO PCI between January 2012 and August 2017 (179 patients via the radial approach and 179 patients via the femoral approach) in the Department of Cardiology, Bezmialem Vakıf University.",0,0,0,0
PMC6280270,This study had a retrospective design as the included cases were collected from our CTO database.,0,0,0,0
PMC6280270,"We matched patients with similar lesion characteristics: if we included a LAD CTO for the femoral arm, we searched for a radial case with similar or equal lesion characteristics.",0,0,0,0
PMC6280270,"According to this screening method, cross-over cases were not considered for our study from the beginning.",0,0,0,0
PMC6280270,"Multiple experienced operators were involved in this study, and most of the coronary procedures were done through the radial approach (>90%).",0,0,0,0
PMC6280270,Every patient’s intervention was conducted by an experienced operator who had at least 3 years of experience using the radial approach.,0,0,0,0
PMC6280270,Operators generally used the right radial artery for intervention and the left radial artery for bilateral injection (90%).,0,0,0,0
PMC6280270,"Similarly, in the femoral group, operators most often used the right femoral artery for intervention and the left femoral artery for bilateral injection (91%).",0,0,0,0
PMC6280270,CTO was defined as thrombolysis in myocardial infarction (TIMI) grade 0 flow with an estimated duration of occlusion of >3 months.,1,0,0,0
PMC6280270,Indications for revascularization were angina or equivalent and/or evidence of myocardial ischemia.,1,0,0,0
PMC6280270,"Patients were anticoagulated with unfractionated heparin with an initial bolus of 70-100 U/kg, with subsequent boluses targeted to an activated clotting time of >300s throughout the intervention.",0,0,0,1
PMC6280270,There was no restriction with respect to the lesion or occlusion length.,0,0,0,0
PMC6280270,Postdilatation was mandatory to ensure optimal stent expansion and strut apposition.,0,0,0,0
PMC6280270,Dual antiplatelet therapy with acetylsalicylic acid 100 mg per day and clopidogrel 75 mg per day or ticagrelor 90 mg twice daily was prescribed for at least 12 months.,0,0,0,0
PMC6280270,Every patient signed an informed consent for the procedure and subsequent anonymous follow-up data analysis for clinical research purposes.,0,0,0,0
PMC6280270,Patient selectionPatients from 18 to 80 years with one or more CTOs presenting with angina symptoms or equivalent and/or reversible ischemia were included.,0,1,0,0
PMC6280270,"The main exclusion criteria were MI within 30 days in the territory of the target CTO or within 3 days in another territory, renal failure with serum creatinine level >3 mg/dL, other comorbid conditions with life expectancy <2 years, contraindications to aspirin or clopidogrel therapy, and women with child bearing potential.",0,1,0,0
PMC6280270,"Angiographic success was defined as a visual estimated residual in-stent diameter stenosis <30%, with TIMI flow grade 3 without occlusion of a significant side branch, flow limiting dissection, distal embolization, or angiographic evidence of thrombus.",1,0,0,0
PMC6280270,"Procedural success was defined as the composite endpoint of angiographic success without associated in-hospital major clinical complications [e.g., death, MI, stroke, coronary perforation with tamponade, bleeding requiring transfusion emergency coronary artery bypass graft surgery (CABG)].",1,0,0,0
PMC6280270,"Periprocedural MI was defined as an elevation of cardiac biomarkers (creatine kinase-myocardial band ×5 times the upper limits of normal, Troponin ×5 times the upper limit of normal).",1,0,0,0
PMC6280270,"Clinical endpoint parametersClinical endpoints that were analyzed included the composite of all-cause death, cardiac death, and major adverse cardiovascular and cerebrovascular events (MACCEs) including nonfatal target vessel MI, coronary perforation, contrast-induced nephropathy (CIN), bleeding at the vascular access site requiring transfusion, cardiac tamponade requiring pericardiocentesis, and stroke as a result of the procedure.",0,0,0,0
PMC6280270,"Follow-up MI was diagnosed based on the rise of cardiac troponins above the 99th percentile upper reference limit with at least one of the following observations: symptoms of ischemia; changes in electrocardiogram, i.e., new or presumed new significant ST-T changes or new left bundle branch block or development of pathological Q-waves; imaging evidence of new loss of viable myocardium or new regional wall motion abnormality; or identification of an intracoronary thrombus by angiography.",1,0,0,0
PMC6280270,Statistical analysisAll continuous variables were tested for normality using Kolmogorov-Smirnov test.,0,0,0,0
PMC6280270,"Data are presented as percentages, mean±standard deviation (SD), or median (interquartile range).",0,0,0,0
PMC6280270,Chi-square analysis was used for comparing categorical variables between the groups.,0,0,0,0
PMC6280270,Differences in continuous variables were tested with a student t-test or Mann-Whitney U test for parametric and nonmetric variables respectively.,0,0,0,0
PMC6280270,"Statistical analysis was performed using SPSS version 2.0 (SPPS Inc., Chicago, IL, USA).",0,0,0,0
PMC6531521,"MethodsSubjectsThe SPIRITS-J study was conducted as an investigator-initiated, multicenter, cohort study at Juntendo University Hospital, its associated hospitals, and primary care clinics.",0,0,0,0
PMC6531521,"At first, the SPIRITS-J study was planned to evaluate the efficacy and safety of 6-month sitagliptin add-on therapy in Japanese patients with type 2 diabetes treated by diet and exercise, oral hypoglycemic agents (OHAs), and/or insulin therapy.",0,0,0,0
PMC6531521,Details of participants in this study were described previously [23].,0,0,0,0
PMC6531521,"After the following 6-month intervention period with sitagliptin, the extended cohort study was planned to investigate the long-term clinical outcomes including all-cause mortality and microvascular and macrovascular complications prospectively until September 30, 2015.",0,0,0,0
PMC6531521,The pharmacological approach including continuation of sitagliptin was left to the attending physician’s discretion during the follow-up period.,0,0,0,0
PMC6531521,"We excluded patients with a history of diabetic ketoacidosis or hyperosmolar non-ketonic coma within 6 months, serious infections, renal dysfunction (serum creatinine ≥ 13.26 μmol/dL), and pregnant or breast-feeding women.",0,1,0,0
PMC6531521,The ethics committees of the participating hospitals approved the study protocol and informed consent was obtained from each subject.,0,0,0,0
PMC6531521,"All procedures followed were in accordance with the ethical standards of the responsible committee on human experimentation (institutional and national) and with the Helsinki Declaration of 1964, as revised in 2013.",0,0,0,0
PMC6531521,This study was registered as the clinical trial UMIN 000004121.,0,0,0,0
PMC6531521,The name of the institutional review board that approved this study is the Juntendo Clinical Research and Trial Center at Juntendo University Hospital.,0,0,0,0
PMC6531521,"Data Collection and Biochemical TestsBaseline demographic data were collected for all patients enrolled in this study including age, sex, body mass index (BMI), diabetes duration, diabetes-related complications, medical history, systolic and diastolic blood pressure, lipid profile, random blood glucose, glycated hemoglobin (HbA1c), serum creatinine, ingredient of medication for dyslipidemia, hypertension, diabetes, and other related diseases.",0,0,0,0
PMC6531521,Blood test results were obtained from the medical records.,0,0,0,0
PMC6531521,Glucose and HbA1c were measured with standard techniques.,0,0,0,0
PMC6531521,The value of HbA1c (%) was estimated as the National Glycohemoglobin Standardization Program (NGSP) equivalent value (%) calculated by the formula HbA1c (%) = [HbA1c (Japan Diabetes Society) (%) + 0.4%] [24].,0,0,1,0
PMC6531521,The estimated glomerular filtration rate (eGFR) was calculated by the following formula: eGFR (mL/min/1.73 m2) = 194 × Age − 0.287 ×,0,0,1,0
PMC6531521,Serum creatinine − 0.1094 (× 0.739 for women) [25].,0,0,1,0
PMC6531521,"The clinical characteristics data including body weight, blood sample data, and ingredient of medication were collected during the follow-up period at 1 year (12 ± 3 months), 2 year (24 ± 3 months), and 3 year (36 ± 3 months) visits which were scheduled according to routine clinical practice.",0,0,0,0
PMC6531521,"Clinical Outcomes and AssessmentsThe primary clinical outcome was a composite of myocardial infarction (MI), stroke, and all-cause mortality.",1,0,0,0
PMC6531521,"Secondary clinical outcomes were new-onset or progression of microvascular complications including retinopathy, nephropathy, and neuropathy, atrial fibrillation, revascularizations (coronary artery bypass surgery, percutaneous coronary interventions, peripheral artery angioplasty, and carotid artery stenting), peripheral artery disease, heart failure requiring admission, and hypoglycemia.",1,0,0,0
PMC6531521,"To diagnose acute MI, transient elevation of biochemical markers based on myocardial necrosis was needed in addition to symptoms or electrocardiographic findings which suggested the existence of myocardial ischemia [26].",0,0,0,0
PMC6531521,"Stroke was defined as confirmation of abnormal findings by computed tomography, magnetic resonance imaging, or autopsy and consisted of focal or global neurological deficits.",1,0,0,0
PMC6531521,Stroke events were classified according to World Health Organization (WHO) criteria [27].,1,0,0,0
PMC6531521,No cases of asymptomatic lesions detected by brain imaging were included.,0,1,0,0
PMC6531521,Only first-ever cardiovascular events during the observational period were counted in the analysis.,0,1,0,0
PMC6531521,Information about clinical outcomes was collected through an annual report from each physician.,0,0,0,1
PMC6531521,The cause of death conformed to the certificate of death.,0,0,0,0
PMC6531521,Adjudication of all clinical outcomes was performed by central committees composed of experts in each complication.,0,0,0,0
PMC6531521,"New-onset or progression of microvascular complication was defined as follows: retinopathy was progression from absence of retinopathy to non-proliferative retinopathy or proliferative retinopathy, progression from non-proliferative retinopathy to proliferative retinopathy, or loss of vision caused by retinopathy.",1,0,0,0
PMC6531521,"Nephropathy was progression from normoalbuminuria to macroalbuminuria, or progression from microalbuminuria to macroalbuminuria, increase in serum creatinine concentration by at least twice the study baseline, or end-stage renal failure.",1,0,0,0
PMC6531521,Neuropathy was peripheral nerve disorder independent from spinal canal stenosis or neurological diseases.,1,0,0,0
PMC6531521,Severe hypoglycemia is defined as having low blood glucose level that requires assistance from another person to treat.,1,0,0,0
PMC6531521,All adverse events were collected by the attending physicians at every patient visit.,0,0,0,1
PMC6531521,We assessed the predictive value of clinical risk factors for primary clinical outcomes.,0,0,0,0
PMC6531521,Statistical AnalysisResults are expressed as mean ± standard deviation (SD) or percentage.,0,0,0,0
PMC6531521,Differences between baseline data and any observation points were examined for statistical significance using the Student’s t test.,0,0,0,0
PMC6531521,"Categorical variables were compared using a Chi-square test, and presented as absolute frequencies with percentages.",0,0,0,0
PMC6531521,"For the primary event incidence, each participant contributed person-time from the observation start date until date of non-fatal MI, non-fatal stroke, and all-cause death, or end of follow-up, whichever occurred first.",0,0,0,0
PMC6531521,"For mortality, person-time was accumulated until date of death from any cause or end of follow-up.",0,0,0,0
PMC6531521,Hazard ratios (HRs) and 95% confidential intervals (CIs) were estimated by Cox proportional hazards modeling.,0,0,0,0
PMC6531521,"In multivariable-adjusted analyses, we adjusted for age, sex, history of coronary artery disease, hypertension (yes/no), cigarette smoking (never, current), LDL-C, high-density lipoprotein cholesterol (HDL-C), triglycerides, HbA1c, BMI, eGFR, history of retinopathy, or neuropathy, or nephropathy, and hypoglycemia.",0,0,0,0
PMC6531521,"All analyses were performed using SAS ver. 9.2 (SAS Institute Inc., Cary, NC, USA).",0,0,0,0
PMC5779136,MethodsStudy populationWe retrospectively evaluated 412 patients who underwent 24 hour HM due to complaints of palpitation in our hospital between August 2012 and February 2013.,0,1,0,0
PMC5779136,"To exclude possible coronary artery disease (CAD), we did not evaluate and include the patients with complaints of chest pain and dyspnea.",0,1,0,0
PMC5779136,Patients with positive noninvasive stress tests were also not done.,0,0,0,0
PMC5779136,"Among the evaluated 412 patients, 62 patients with missing ECGs, 26 patients with ischemic cardiomyopathy, 18 patients with bundle branch block, 11 patients with moderate to severe valvular disease, 8 patients with nonischemic cardiomyopathy, 4 patients with pacemaker activity, and 1 patient with hypertrophic cardiomyopathy were excluded from study.",0,1,0,0
PMC5779136,"Finally, 282 patients were included in the study.",0,0,0,0
PMC5779136,"Firstly, the patients were divided into 2 groups with respect to the presence of fQRS, and then, patients were divided into 3 groups with respect to frequency of PVCs, with groups 1, 2, and 3 representing seldom PVCs (<120 PVCs/day), moderate-frequency PVCs (120-720 PVCs/day), and frequent PVCs (>720 PVCs/day), respectively (18).",1,0,0,0
PMC5779136,Patients’ medical history and baseline characteristics were extracted from the medical recordings.,0,0,0,0
PMC5779136,"Hypertension (HTN), diabetes mellitus (DM), smoking, and family history of coronary artery disease (CAD) were noted.",0,0,0,0
PMC5779136,Body mass index (BMI) was calculated by using the standard formula [weight (kilogram)/square of height (meter)].,0,0,1,0
PMC5779136,"Baseline laboratory findings, including fasting plasma glucose (FPG), creatinine, potassium, hemoglobin (Hgb), leukocytes, thyroid-stimulating hormone (TSH), triglyceride (TG), low-density lipoprotein-cholesterol (LDL-C), high-density lipoprotein-cholesterol (HDL-C), and total cholesterol levels, were noted from the laboratory recordings obtained prior to HM.",0,0,0,0
PMC5779136,Glomerular filtration rate (eGFR) was measured using the standard Cockcroft-Gault formula.,0,0,0,1
PMC5779136,"Echocardiographic recordings (all of them were done with a Vivid 7, General Electric Vingmed, Horten, Norway) were evaluated, and ejection fraction (EF) (by Simpson method), left ventricular end-diastolic diameter (LVEDD), left ventricular end-systolic diameter (LVESD), interventricular septum (IVS) thickness in diastole, posterior wall (PW) thickness in diastole, and left atrium (LA) diameter in apical for chamber dimensions were noted.",0,0,0,0
PMC5779136,All echocardiographies in our institution were performed according to previous guidelines of the American Society of Echocardiography (19).,0,0,0,1
PMC5779136,ElectrocardiographyA 12-lead surface ECG was obtained from all patients before connecting the Holter device to the patient.,0,0,0,0
PMC5779136,"The 12-lead ECGs (Nihon-KohdenCardiofax ECG1350K, Tokyo, Japan, filter range 0.5",0,0,0,0
PMC5779136,"Hz to 150 Hz, AC filter 60 Hz, 25 mm/s, 10 mm/mV) were analyzed by 2 independent cardiologists who were blinded to the Holter data.",0,0,0,0
PMC5779136,"fQRS was defined as the presence of different RSR’ patterns (QRS duration <120 ms), which included an additional R wave (R’ prime) or notching of the R wave or S wave, or the presence of more than one R’ prime without typical bundle branch block in two contiguous leads corresponding to a major coronary artery territory (12-14).",1,0,0,0
PMC5779136,"ECGs were evaluated with the naked eye by two cardiologists, who were blinded to the Holter results for the presence of fQRS without using any magnification.",0,0,0,1
PMC5779136,The inter-observer concordance rate for determining fQRS was 98.5% between the two readers.,0,0,0,0
PMC5779136,"In cases of disagreement, the final decision was made mutually.",0,0,0,0
PMC5779136,"Holter monitoring and interpretationHolter devices (Universal resting 12-lead Holter dms 300-4A, mtm multitechmed gmbh, Schwarzwaldstrasse, Germany) were applied to the patient by our clinic's nurse; the patient came back after 24 hours, and the nurse took off the device and uploaded the recordings to the Holter archive.",0,0,0,0
PMC5779136,"Two independent cardiologists evaluated the recordings for PVCs, and the number of PVCs was recorded.",0,0,0,0
PMC5779136,"Statistical analysisAll statistical studies were carried out with the SPSS program (version 15.0, SPSS, Chicago, İllinois, USA).",0,0,0,0
PMC5779136,"Quantitative variables were expressed as the mean value±SD, and qualitative variables were expressed as percentages (%).",0,0,0,0
PMC5779136,All measurements were evaluated with the Kolmogorov-Smirnov test.,0,0,0,0
PMC5779136,"A comparison between two groups, according to the presence of fQRS, was performed using the student t-test.",0,0,0,0
PMC5779136,"A comparison between three groups, according to the number of PVCs, was performed using one-way ANOVA and Tukey test for post-hoc analysis.",0,0,0,0
PMC5779136,Categorical variables were compared by the likelihood ratio χ2 test or Fisher's exact test.,0,0,0,0
PMC5779136,"Multinomial logistic regression analysis, which included variables with p<0.1, was performed to identify independent predictors of PVC frequency.",0,0,0,0
PMC5779136,"Age ≥65, increased left atrium diameter (≥35 mm), increased interventricular septum diameter (≥11 mm), male gender, DM, HT, family history, beta-blocker usage, and presence of fQRS were entered into the model.",1,0,0,0
PMC5779136,A p value <0.05 was considered statistically significant.,0,0,0,0
PMC4627540,"Materials and MethodsParticipantsA total of 1,183 pregnant women with no previous diabetes were enrolled in the study during December 2010 through July 2011 at the Japanese Red Cross Medical Center.",0,1,0,0
PMC4627540,"Exclusion criteria included: a fasting blood glucose >126 mg/dL, glycated hemoglobin (HbA1c) >6.5%, a blood glucose measurement of >200 mg/dL 2-h after an OGTT.",0,1,0,0
PMC4627540,The present study was carried out in accordance with the Declaration of Helsinki.,0,0,0,0
PMC4627540,Informed consent was obtained from all participants.,0,0,0,0
PMC4627540,GCT and OGTTStandard 1-h 50-g GCTs were carried out between weeks 20 and 28 of gestation.,0,0,0,1
PMC4627540,Participants with a 1-h blood glucose >130 mg/dL were considered GCT(+) in this cohort.,1,0,0,0
PMC4627540,"The blood glucose threshold of 130 mg/dL, instead of 140 mg/dL set by the Japan Assessment of GDM Screening Trial Group, was used for this cohort because of the relatively older age (average 34 years) of the participants.",1,0,0,0
PMC4627540,Informed consent was obtained at 16–20 weeks of gestation.,0,0,0,0
PMC4627540,The GCT(+) women also underwent a 10–12-h fasting 75-g OGTT.,0,0,0,0
PMC4627540,"Venous blood samples were drawn at 0, 0.5, 1 and 2 h for biochemical analyses.",0,0,0,0
PMC4627540,"As specified by the International Association of Diabetes and Pregnancy Study Groups1 and the American Diabetes Association criteria10 for GDM diagnostic threshold, GDM was defined as a plasma glucose concentration equal or higher than one of the three following measurements at screening: baseline 92 mg/dL, 1-h post OGTT 180 mg/dL and 2-h post OGTT 153 mg/dL.Biochemical AnalysesHeight and weight were routinely recorded, and body mass index was calculated to estimate overall adiposity.",1,0,0,0
PMC4627540,Blood samples collected for the GCT and OGTT were centrifuged at 800 g for 6 min.,0,0,0,1
PMC4627540,Specimens were aliquoted and stored at −80°C before being assayed.,0,0,0,1
PMC4627540,"Glucose was quantified using a glucose oxidase kit with a GA 1170 auto-analyzer (ARKRAY Inc., Kyoto, Japan).",0,0,0,1
PMC4627540,"Total cholesterol (TC), TG, HDL-C and LDL-C were quantified using enzymatic colorimetric methods according to manufacturers' protocols (Cholestest CHO; Sekisui Medical Co. Ltd., Tokyo, Japan).",0,0,0,0
PMC4627540,"Insulin and ApoB-48 were measured by using a chemiluminescent enzyme-immunoassay system (Lumipulse Presto-II, Lumipulse ƒ system, respectively; Fujirebio Inc., Tokyo, Japan)11, and ApoA-I, ApoB and ApoC-III were determined by turbidometric immunoassay kits according to the manufacturer's recommendations (Sekisui Medical Inc., Tokyo, Japan).",0,0,0,1
PMC4627540,The C-reactive protein (CRP) was measured using the Nanopia CRP kit provided by Sekisui Medical Co. Ltd.,0,0,0,1
PMC4627540,The various lipid and lipoprotein concentrations were measured in fasting samples.,0,0,0,1
PMC4627540,"Insulin sensitivity as a measure of basal insulin sensitivity during an OGTT was estimated using the homeostasis model assessment of insulin resistance, calculated as (fasting glucose [mg/dL]) × (fasting insulin [μU/mL]) / 40512.",0,0,1,1
PMC4627540,"The early insulin response during an OGTT was estimated as the insulinogenic index: (Δinsulin [30–0 min]/Δglucose [30–0 min])13.Statistical AnalysisIn the univariate analyses, t-tests with unequal variances were used to examine different means between the two groups compared.",0,0,1,0
PMC4627540,All statistical tests were two-sided.,0,0,0,0
PMC4627540,P-values < 0.05 were considered statistically significant.,0,0,0,0
PMC4627540,"For the multivariate analysis, logistic regression analyses were carried out between the data for GDM(+) and GDM(−).",0,0,0,0
PMC4627540,The dependent variable was denoted as ‘1’ for GDM(+) and ‘0’ for GDM(−).,0,0,0,0
PMC4627540,Significant factors from the univariate analyses with a large enough sample size were used for multivariate analyses.,0,0,0,0
PMC4627540,"For the model selection, we used Akaike's Information Criteria14.",0,0,0,0
PMC4627540,"The statistical procedures were carried out using open source free software of Statistical Language R (University of Auckland, Auckland, New Zealand)15.",0,0,0,0
PMC4627540,"All the data are presented as mean ± standard error (SE), unless otherwise indicated.",0,0,0,0
PMC4627540,The statistical analysis was extended to define receiver operating characteristic curves for the lipid markers asking their predictive value.,0,0,0,0
PMC4627540,"We examined the receiver operating characteristic curves for the seven lipid markers, respectively.",0,0,0,0
PMC4627540,"Then, we calculated the area under the curve for the receiver operating characteristic of each lipid marker.",0,0,0,0
PMC5497286,2Materials and methods2.1Study populationData of 15 SSc patients who underwent skin tissue biopsy were available for analysis.,0,0,0,0
PMC5497286,They were divided into PH (n = 6) and non-PH groups (n = 9) according to the estimated pulmonary arterial pressure measured by ultrasound echocardiography (UCG).,0,0,0,1
PMC5497286,PH was defined as tricuspid valve regurgitation pressure gradient (TRPG) of more than 40 mm Hg.,1,0,0,0
PMC5497286,"The echocardiographic findings of all study participants using Aplio XG (Toshiba, Tokyo, Japan) ultrasound systems were evaluated by two independent investigators who were blinded to the clinical data.",0,0,0,1
PMC5497286,The clinical and laboratory data reported in this study were obtained at the time of skin sampling.,0,0,0,0
PMC5497286,"The study protocol was approved by the Human Ethics Review Committee of Kumamoto University and a signed consent form was obtained from each subject.2.2miRNA isolation, PCR array and real-time PCRThe miRNA was isolated from human skin tissue using the miRNeasy FFPE kit (Qiagen, Hilden, Germany).",0,0,0,0
PMC5497286,"For PCR array, the miRNAs were reverse transcribed into first-strand cDNA using an RT2 miRNA First-Strand Kit (Qiagen).",0,0,0,1
PMC5497286,"The cDNA was mixed with QuantiTast SYBR Green PCR Master Mix, and the mixture was added into 384-well RT2 miRNA PCR Array that included primer pairs for 1066 human miRNAs (Qiagen).",0,0,0,1
PMC5497286,"For real-time PCR, the primers and templates were mixed with SYBR Advantage Quantitative PCR Premix (Clontech, Mountain View, CA).",0,0,0,1
PMC5497286,"The DNA was amplified for 40 cycles of denaturation for 5 s at 95 °C and annealing for 20 s at 60 °C on C1000 Thermal Cycler (CFX384, Bio-Rad Laboratories, Hercules, CA).",0,0,0,1
PMC5497286,The transcript levels were normalized to those of U6 in the same sample.2.3Statistical analysisData of two groups were compared for statistical significance by the Student t test.,0,0,0,1
PMC5497286,Correlations were assessed by Pearson's correlation coefficient.,0,0,0,0
PMC5497286,A p value of < 0.05 denoted the presence of a statistically significant difference.,0,0,0,0
PMC3178704,"METHODSParticipantsThirty (15 male and 15 female) overweight, but otherwise healthy adolescents (as determined by their annual school physical examination), were recruited from the same grade (mean age of 13.10 years) in a middle school in Seoul, South Korea.",0,0,0,0
PMC3178704,Identifying an individual as being overweight (body mass index [BMI] >85th percentile) was assessed by using age- and gender-specific BMI reference charts for Korean children and adolescents between 2 to 19 years of age [26].,1,0,0,0
PMC3178704,Two of the enrolled female students had a BMI between the 85th and 75th percentile but were included in this study because there were only 13 girls that had met the criteria for being overweight in the school at the time of the screening procedure.,0,1,0,0
PMC3178704,"These two female students were separated and assigned in to the diet only group and the resistance exercise group, respectively.",0,0,0,0
PMC3178704,This study was approved by an Institutional Ethics Review Board at the Boramae Medical Center.,0,0,0,0
PMC3178704,Informed written consents were obtained from the parents of the enrolled children and assent from the children were also obtained.,0,0,0,0
PMC3178704,Participants were excluded if they were taking medication or were smokers.,0,1,0,0
PMC3178704,"Participants who had been diagnosed with a condition that is known to influence body composition or insulin/glucose metabolism, had an orthopedic condition that would limit their ability to perform exercise, or had participated in a structured exercise, nutrition, or weight loss program in the past six months, were also excluded.",0,1,0,0
PMC3178704,"Study protocolThe participants were first divided by sex, and were then randomly assigned to one of the three treatment groups with random number table, which were the diet only (DO), diet with aerobic exercise (AE), and diet with resistance training (RT) group.",0,0,0,0
PMC3178704,"Anthropometric variables (body weight, height and waist circumference), fasting glucose, insulin and 75 g oral glucose tolerance test (OGTT) values were measured prior to and after the 12 weeks of exercise training and diet protocol.",0,0,0,0
PMC3178704,Body weight was measured on a balance scale calibrated to 0.1 kg. Barefoot standing height was measured to the nearest 0.1 cm using a wall-mounted stadiometer.,0,0,0,1
PMC3178704,The same investigator measured waist circumference before and after the study with a Gullick II measuring tape.,0,0,0,1
PMC3178704,"Waist circumference was measured, during expiration, at the narrowest point between the lower rib and the iliac crest.",0,0,0,1
PMC3178704,BMI was calculated as weight in kilograms divided by the square of the height in meters.,0,0,1,0
PMC3178704,Measurements were carried out one week before and after the exercise program.,0,0,0,0
PMC3178704,"Percent body fat and total body muscle mass were measured by using an Inbody 4.0 bioelectrical impedance meter (Biospace Co., Seoul, Korea).",0,0,0,1
PMC3178704,"Visceral, thigh and intramuscular fat areas were measured by computed tomography (CT) with a Somatom Sensation 16 (Siemens Medical Solutions, Forchheim, Germany).",0,0,0,1
PMC3178704,The CT measurement protocol for fat area was similar to that used in a study by Poehlman et al. [15].,0,0,0,1
PMC3178704,Total thigh fat area (TTFA) and intramuscular fat area (IMFA) were measured using a method that has been reported by Goodpaster et al. [27].,0,0,0,1
PMC3178704,The abdominal bioelectrical impedance analysis (BIA) method [28] was also used to evaluate the visceral fat accumulation in each subject.,0,0,0,1
PMC3178704,The insulin sensitivity index was obtained by using the results of the OGTT and Stumvoll's equations [29].Dietary protocolEach study participant received an individualized dietary education program that was provided by a professional nutritionist twice a week throughout the 12 weeks of the study.,0,0,0,1
PMC3178704,"The detailed program is described in Table 1. All three of the groups (DO, AE, and RT) participated in the dietary education program.",0,0,0,0
PMC3178704,"The basic guidelines of the dietary education program were calorie restriction to avoid obesity (at least >1,200 kcal per day to prevent malnutrition), limiting dietary fat intake to improve blood lipid profiles, having low-salt intake to improve hypertension, eating three regular meals a day (breakfast, lunch and dinner) and avoiding snacks as much as possible.",0,0,0,1
PMC3178704,Participants were asked to write daily dietary records and these were reviewed weekly by the nutritionist.,0,0,0,0
PMC3178704,Exercise protocolThe 12-week exercise training program was fully supervised by a trained exercise physiologist from the Department of Physical Education in the College of Education at the Seoul National University.,0,0,0,0
PMC3178704,"In addition to the dietary energy restriction, ten participants in the AE group performed aerobic exercise three days a week.",0,0,0,0
PMC3178704,The students in the AE group were also told to perform gymnastics every day throughout the second and third month of the program.,0,0,0,0
PMC3178704,"Modes of aerobic exercise consisted of jumping rope, walking or running on a treadmill and stationary cycling.",0,0,0,0
PMC3178704,The daily training duration was 40 minutes which included a 5 minute warm-up and a cool down period with stretching.,0,0,0,0
PMC3178704,"The training intensity progressed from 60% to 70% of the maximal oxygen consumption (60%, 1st month; 65%, 2nd month; 70%, 3rd month).",0,0,0,0
PMC3178704,Maximal oxygen consumption was determined during a ramp treadmill test.,0,0,0,1
PMC3178704,"The training volume of each session progressed from 300 to 400 kcal/session (300 kcal, 1st month; 350 kcal, 2nd month; 400 kcal, 3rd month) [30].",0,0,0,1
PMC3178704,Another 10 participants in the RT group performed resistance training three days a week in addition to their dietary energy restriction.,0,0,0,1
