pmid,id,journal,abstract
11802755,Smith 2002,archives of internal medicine,"BACKGROUND: The contributions of fasting and 2-hour postchallenge glucose level to cardiovascular events remain ill-defined, especially for nondiabetic adults. This study examined the relative predictive power of fasting and 2-hour glucose level on cardiovascular event risk. METHODS: A total of 4014 community-dwelling adults 65 years or older who participated in the baseline visit of the Cardiovascular Health Study and who were without treated diabetes or previous myocardial infarction or stroke were eligible for analyses. Participants with treated diabetes at baseline were excluded. Incident myocardial infarction or stroke, or coronary death, was the outcome of interest. Age-, sex-, and race adjusted proportional hazards regression models described individual and joint associations between baseline measures of fasting and 2-hour postchallenge glucose level and event risk. RESULTS: There were 764 incident cardiovascular events during 8.5 years of follow-up. Fasting glucose level of 115 mg/dL (6.4 mmol/L) or more was associated with an increased cardiovascular risk (hazard ratio [HR], 1.66 [95% confidence interval (CI), 1.39-1.98]) in adjusted analyses compared with fasting glucose level less than 115 mg/dL. Two-hour glucose level was associated with a linear risk (HR, 1.02 [95% CI, 1.00-1.04] per 10 mg/dL [0.6 mmol/L]) that included an additional increase in risk for 2-hour glucose level of 154 mg/dL (8.5 mmol/L) or more (HR, 1.29 [95% CI, 1.04-1.59]) in adjusted analyses. In joint fasting and 2-hour glucose models, only 2-hour glucose level remained predictive of event risk. CONCLUSIONS: Two-hour glucose level was better than fasting glucose level alone at identifying older adults at increased risk of major incident cardiovascular events."
30298627,Stacey 2019,journal of the american geriatrics society,"Objectives: To investigate glucose levels as a risk factor for unrecognized myocardial infarctions (UMIs). Design: Cohort SETTING: Cardiovascular Health Study. Participants: Individuals aged 65 and older with fasting glucose measurements (N=4,355; normal fasting glucose (NFG), n = 2,041; impaired fasting glucose (IFG), n = 1,706; DM: n = 608; 40% male, 84% white, mean age 72.4 ± 5.6). Measurements: The relationship between glucose levels and UMI was examined. Participants with prior coronary heart disease (CHD) or UMI on initial electrocardiography were excluded. Using Minnesota codes, UMI was identified according to the presence of pathological Q-waves or minor Q-waves with ST-T abnormalities. Crude and adjusted hazard ratios (HRs) were calculated. Analyses were adjusted for age, sex, body mass index (BMI), hypertension, antihypertensive and lipid-lowering medication use, total cholesterol, high-density lipoprotein cholesterol, and smoking status. Results: Over a mean follow-up of 6 years, there were 459 incident UMIs (NFG, n=202; IFG, n=183; DM, n=74). Participants with IFG were slightly more likely than those with NFG to experience a UMI (hazard ratio (HR)=1.11, 95% confidence interval (CI)=0.91-1.36, p = .30), and those with DM were more likely than those with NFG to experience a UMI (HR=1.65, 95% CI=1.25-2.13, p < .001). After adjustment HR for UMI in IFG those with IFG were no more likely than those with NFG to experience a UMI (HR=1.01, 95% CI=0.82-1.24, p = .93), whereas those with DM were more likely than those with NFG to experience a UMI (HR=1.37, 95% CI=1.02-1.81, p = .03). The 2-hour oral glucose tolerance test was not statistically significantly associated with UMI. Conclusion: Fasting glucose status, particularly in the diabetic range, forecasted UMI during 6 years of follow-up in elderly adults. Further studies are needed to clarify the level of glucose at which risk is greater. J Am Geriatr Soc 67:43-49, 2019."
1511803,Stengard 1992,diabetologia,"We studied the association of glucose intolerance with total and cause-specific mortality during a 5-year follow-up of 637 elderly Finnish men aged 65 to 84 years. Total mortality was 276 per 1000 for men aged 65 to 74 years and 537 per 1000 for men aged 75 to 84 years. Five-year total mortality adjusted for age was 364 per 1000 in diabetic men, 234 per 1000 in men with impaired glucose tolerance and 209 per 1000 in men with normal glucose tolerance. The relative risk of death among diabetic men was 2.10 (95% confidence interval 1.26 to 3.49) and among men with impaired glucose tolerance 1.17 (95% confidence interval 0.71 to 1.94) times higher compared with men with normal glucose tolerance. Cardiovascular disease was the most common cause of death in every glucose tolerance group. The multivariate adjusted relative risk of cardiovascular death was increased (1.55) in diabetic patients, albeit non-significantly (95% confidence interval 0.84 to 2.85). Diabetes resulted in an increased risk of cardiovascular mortality among men aged 65-74 years but not among the 75- 84-year-old men. Relative risk of death from non-cardiovascular causes was slightly increased among diabetic subjects. In conclusion, diabetes mellitus is a significant determinant of mortality among elderly Finnish men."
21911559,Sui 2011,mayo clinic proceedings,"OBJECTIVE: To examine the association between levels of fasting plasma glucose (FPG) and incidence of stroke outcomes in a large cohort of asymptomatic men. PATIENTS AND METHODS: Participants were 43,933 men (mean +/- SD age, 44.3 +/- 9.9 years) who were free of known cardiovascular disease at baseline and whose FPG levels were assessed during a preventive medical examination at the Cooper Clinic, Dallas, TX, between January 7, 1971, and March 11, 2002. Patients with diagnosed diabetes mellitus (DM) or low FPG (<80 mg/dL [to convert to mmol/L, multiply by 0.0555]) were excluded. Fatal stroke was identified through the National Death Index, and nonfatal stroke was ascertained from mail-back surveys. RESULTS: A total of 595 stroke events (156 fatal and 456 nonfatal strokes; 17 men reported a nonfatal stroke before they died of stroke) occurred during 702,928 person-years of exposure. Age-adjusted fatal, nonfatal, and total stroke event rates per 10,000 person-years for normal FPG (80-109 mg/dL), impaired fasting glucose (110-125 mg/dL), and undiagnosed DM (>= 126 mg/dL) were 2.1, 3.4, and 4.0 (P(trend)=.002); 10.3, 11.8, and 18.0 (P(trend)=.008); and 8.2, 9.6, and 12.4 (P(trend)=.008), respectively. After further adjusting for potential confounders, the direct association between FPG and fatal, nonfatal, or total stroke events remained significant (P(trend)=.02, .03, and .01, respectively). For FPG levels of 110 mg/dL or greater, each 10-unit increment of FPG was associated with a 6% higher risk of total stroke events (P=.05). CONCLUSION: Hyperglycemia (FPG, >= 110 mg/dL), even below the DM threshold (such as with impaired fasting glucose), was associated with a higher risk of fatal, nonfatal, or total stroke events in asymptomatic men."
19188510,Sung 2009,circulation,"BACKGROUND: Although diabetes is a well-known risk factor of atherosclerotic cardiovascular diseases, the cardiovascular disease risk of glycemia below the current diabetic threshold remains uncertain. METHODS AND RESULTS: A total of 652,901 Korean men aged 30 to 64 years from the Korean National Health Insurance System were categorized into 8 groups by fasting blood glucose (FBG) level at baseline and were followed up for cardiovascular diseases occurrence during 1992 2001. Over the follow-up period of 8.8 years, 10,954 stroke and 3766 myocardial infarction events occurred. In age-adjusted analyses, there was evidence of linear associations between FBG and myocardial infarction, ischemic stroke, and intracerebral hemorrhagic stroke. However, with additional adjustment for socioeconomic position, behaviors, and other cardiovascular disease risk factors, the associations with myocardial infarction and intracerebral hemorrhagic stroke were markedly attenuated with increased risk only at the highest FBG levels (> or =7.5 mmol/L). With full adjustment, the association with ischemic stroke persisted; a linear increase in the risk of ischemic stroke was observed from FBG level of 5.6 mmol/L. When the analyses were repeated with those persons who had been diagnosed with diabetes removed, there was no evidence of associations of FBG with intracerebral hemorrhagic stroke, but the association with ischemic stroke persisted. CONCLUSIONS: In this Korean male population, the association with high FBG differed between ischemic stroke, intracerebral hemorrhagic stroke, and myocardial infarction. The linear increase in the risk of ischemic stroke, independently of other cardiovascular risk factors, was observed at a level below the current FBG criteria for impaired fasting glucose (> or =5.6 mmol/L). However, for other cardiovascular diseases, the current cutoff for diagnosing diabetes appropriately identified Korean men at risk."
15220254,Tai 2004,diabetes care,"OBJECTIVE: To determine the effect of lowering the fasting plasma glucose (FPG) criterion for impaired fasting glucose (IFG) on the prevalence of IFG, the risks of diabetes, and cardiovascular disease (CVD) associated with IFG. RESEARCH DESIGN AND METHODS: Three studies were used: 1). the 1998 National Health Survey (NHS98), a randomly selected cross-sectional sample of 4723 subjects; 2). the Singapore Impaired Glucose Tolerance (IGT) Follow-up Study, a cohort study comprising 295 IGT and 292 normal glucose tolerance subjects (frequency matched for age, sex, and ethnic group) followed up from 1992 to 2000; and 3). the Singapore CVD Cohort Study, comprising 5920 subjects from three cross-sectional studies in whom the first ischemic heart disease (IHD) event was identified through linkage to registry databases. Risk of diabetes (Singapore IGT Follow-up study) was estimated using logistic regression adjusted for age, sex, and ethnicity. Risk of IHD (Singapore CVD cohort) was estimated using stratified (by study, from which data were derived) Cox's proportional hazards models adjusted for age, sex, and ethnicity. RESULTS: Lowering the criterion for diagnosing IFG to 5.6 mmol/l increased the prevalence of IFG from 9.5 to 32.3% in the NHS98. The lower cutoff identified more subjects at risk of diabetes and IHD, but the relative risk was lower than that for IGT. CONCLUSIONS: Greater efforts to identify those with IGT, or a group at similar risk of diabetes and CVD, may be a more efficient public health measure than lowering the FPG criterion for diagnosing IFG."
22581733,Tamita 2012,heart,"Background: Recent studies have demonstrated that newly diagnosed glucose intolerance is common among patients with acute myocardial infarction (AMI). The purpose of this study was to assess the long-term clinical cardiovascular outcomes in participants with AMI with abnormal fasting glucose compared with normal fasting glucose and an abnormal oral glucose tolerance test (OGTT) compared with a normal OGTT. Methods: A prospective study was performed in 275 consecutive patients with AMI, 85 of whom had pre-diagnosed diabetes mellitus (DM). Those without DM were divided into two groups based on the 75 g OGTT at the time of discharge. Abnormal glucose tolerance (AGT) was defined as 2 h glucose ≥140 mg/dl; 78 patients had normal glucose tolerance (NGT) and 112 had AGT. The same patients were also reclassified into the normal fasting glucose group (NFG; n=168) or the impaired fasting glucose group (IFG; n=22). The association between the glucometabolic status and long-term major adverse cardiovascular event rates was evaluated. Results: Kaplan-Meier survival curves showed that the AGT group had a worse prognosis than the NGT group and an equivalent prognosis to the DM group (p<0.0005). Cox proportional hazard model analysis showed that the HR of AGT to NGT for major adverse cardiovascular event rates was 2.65 (95% CI 1.37 to 5.15, p=0.004) while the HR of DM to NGT was 3.27 (1.68 to 6.38, p=0.0005). However, Cox HR of IFG to NFG for major adverse cardiovascular event rates was 1.83 (0.86 to 3.87), which was not significant. Conclusion: In patients with AMI, an abnormal OGTT is a better risk factor for future adverse cardiovascular events than impaired fasting blood glucose."
31776141,Tang 2020,diabetes care,"Objective: Diabetes in older age is heterogeneous, and the treatment approach varies by patient characteristics. We characterized the short-term all-cause and cardiovascular mortality risk associated with hyperglycemia in older age. Research design and methods: We included 5,791 older adults in the Atherosclerosis Risk in Communities Study who attended visit 5 (2011-2013; ages 66-90 years). We compared prediabetes (HbA1c 5.7% to <6.5%), newly diagnosed diabetes (HbA1c ≥6.5%, prior diagnosis <1 year, or taking antihyperglycemic medications <1 year), short-duration diabetes (duration ≥1 year but <10 years [median]), and long-standing diabetes (duration ≥10 years). Outcomes were all-cause and cardiovascular mortality (median follow-up of 5.6 years). Results: Participants were 58% female, and 24% had prevalent cardiovascular disease. All-cause mortality rates, per 1,000 person-years, were 21.2 (95% CI 18.7, 24.1) among those without diabetes, 23.7 (95% CI 20.8, 27.1) for those with prediabetes, 33.8 (95% CI 25.2, 45.5) among those with recently diagnosed diabetes, 29.6 (95% CI 25.0, 35.1) for those with diabetes of short duration, and 48.6 (95% CI 42.4, 55.7) for those with long-standing diabetes. Cardiovascular mortality rates, per 1,000 person-years, were 5.8 (95% CI 4.6, 7.4) among those without diabetes, 6.6 (95% CI 5.2, 8.5) for those with prediabetes, 11.5 (95% CI 7.0, 19.1) among those with recently diagnosed diabetes, 8.2 (95% CI 5.9, 11.3) for those with diabetes of short duration, and 17.3 (95% CI 13.8, 21.7) for those with long-standing diabetes. After adjustment for other cardiovascular risk factors, prediabetes and newly diagnosed diabetes were not significantly associated with a higher risk of all-cause mortality (hazard ratio [HR] 1.03 [95% CI 0.85, 1.23] and HR 1.31 [95% CI 0.94, 1.82], respectively) or cardiovascular mortality (HR 1.00 [95% CI 0.70, 1.43] and HR 1.35 [95% CI 0.74, 2.49], respectively). Excess mortality risk was primarily concentrated among those with long-standing diabetes (all-cause: HR 1.71 [95% CI 1.40, 2.10]; cardiovascular: HR 1.72 [95% CI 1.18, 2.51]). Conclusions: In older adults, long-standing diabetes has a substantial and independent effect on short-term mortality. Older individuals with prediabetes remained at low mortality risk over a median 5.6 years of follow-up."
16210933,Thrainsdottir 2005,european journal of cardiovascular prevention & rehabilitation,"Background: The risk of cardiovascular disease increases progressively with increasing blood glucose from levels well below the diabetic threshold. In the Reykjavík Study the relationship between heart failure and abnormal glucose regulation was already apparent at the level of impaired glucose tolerance. The aim of this study was to determine the prognosis of participants with any glucose abnormality and heart failure and to test whether the combination of these conditions may adversely affect the subsequent prognosis. Design: A prospective population-based study. Methods: Data from the first visit of 19 381 participants were used. Participants were divided into groups according to their glycaemic and heart failure level, and comparisons were made between the groups and disease-free participants serving as a reference group. The risk of mortality and morbidity was calculated with adjustments for main cardiovascular risk factors and ischaemic heart disease. Results: Participants in the reference group were younger, had lower body mass indices and more seldom a history of myocardial infarction compared with diseased groups. Mortality was lowest in the reference group (P<0.0001) increasing to a maximum in participants with the combination of glucose abnormality and heart failure. Prognostically, the mortality risk associated with abnormal glucose regulation was increased but was lower than the risk of diabetes. The risk of a new myocardial infarction was highest in participants with diabetes [hazard ratio (HR) 1.6; 95% confidence interval (CI) 1.3-2.0] or diabetes in combination with heart failure (HR 1.8; CI 1.1-2.7). Conclusions: Heart failure or glucose abnormalities are related to increased morbidity and mortality. The combination of glucose abnormality and heart failure did, however, not add further to the unfavourable prognosis in the presence of ischaemic heart disease."
30002198,Tian 2018,diabetes care,"OBJECTIVE: To investigate cardiovascular disease (CVD) risks caused by blood pressure (BP) of 130-139/80-89 mmHg among Chinese adults with different glucose metabolism. RESEARCH DESIGN AND METHODS: A prospective population-based cohort of 2,132 adults in Shanghai was established in 2002, and CVD information was collected during 10.9 years of follow-up. After assessing the association between BP categories and incident CVD, we analyzed the risk for CVD by blood glucose categories and BP categories combined by using multiple Cox regression analysis among 1,419 participants at follow-up. RESULTS: The corresponding incidence of CVD per 1,000 person-years for the BP <130/80 mmHg, 130-139/80-89 mmHg, and >=140/90 mmHg or treated groups were 3.0, 6.0, and 13.9, respectively. After adjusting for age, sex, and other factors, BP >=140/90 mmHg was significantly associated with a higher CVD risk in general (hazard ratio 2.68 [95% CI 1.36 5.25]) and in various blood glucose categories (normoglycemia 2.59, prediabetes 3.03, diabetes mellitus [DM] 4.98). However, BP of 130-139/80-89 mmHg was significantly associated with a higher CVD risk in an estimated baseline 10-year atherosclerotic CVD (ASCVD) risk >=10% (3.82 [1.42-9.78]) or DM (3.54 [1.05 11.88]) but not in the general population or for a baseline 10-year ASCVD risk <10%, normoglycemia, or prediabetes. CONCLUSIONS: BP of 130-139/80-89 mmHg may result in a significantly higher CVD risk in Chinese adults with an estimated 10 year ASCVD risk >=10% or DM but not in those with normoglycemia or prediabetes."
18049025,Tozawa 2007,hypertension research,"Metabolic syndrome is a risk factor for the development of cardiovascular disease. Few prospective studies, however, have examined metabolic syndrome as a risk factor for chronic kidney disease (CKD) in an Asian population. We studied the occurrence of CKD in 6,371 subjects without CKD or diabetes mellitus at baseline 1997 through 2002 in Okinawa, Japan. CKD was defined as dipstick-positive proteinuria (>or=1+) or a low estimated glomerular filtration rate (<60 mL/min/1.73 m2). Metabolic syndrome was defined according to the modified criteria of the Adult Treatment Panel III in which body mass index (>or=25 kg/m2) was substituted for the waist circumference measurement. Logistic analysis was used to analyze the effect of metabolic syndrome on the development of CKD. During the 5-year follow-up, 369 (5.7%) participants developed CKD. After adjusting for age, sex, current cigarette smoking and alcohol drinking habits at baseline, the relative risk of developing CKD was 1.86 (95% confidence interval: 1.43-2.41, p<0.0001) in subjects with metabolic syndrome. Compared with those without metabolic syndrome risk components, the adjusted relative risk (95% confidence interval) was 1.49 (1.10-2.01), 1.89 (1.38-2.59), and 2.65 (1.19-3.68) in those with 1, 2, or >or=3 metabolic syndrome risk components, respectively. Metabolic syndrome is a significant risk factor for the development of CKD in the Japanese population. Detection and treatment of metabolic syndrome should be stressed as a strategy to prevent CKD."
18757109,Tsai 2008,diabetes research and clinical practice,"The metabolic syndrome has been criticized for being ""polluted with the inclusion of frank ""diseases"" with ""pre-diseases"". We assessed the effect of a single and a combination of ""pre-disease"" risk factors of metabolic syndrome on the overall and cardiovascular disease (CVD) mortality. These pre-disease risk factors included pre-diabetes, pre-hypertension, overweight and borderline hypertriglycerdemia and were defined as: fasting glucose at 110-125 mg/dL, systolic blood pressure at 120-139 mmHg, body mass index at 25-29.9 kg/m(2) and serum triglyceride at 150-199 mg/dL, respectively. The metabolic syndrome in this paper was based on the version defined by the ATP III. The cohort consisted of 35,259 adults (>==40 years) with a medium follow-up of 15 years. Relative risks (RRs) for all-causes, CVD and ""CVD plus diabetes"" mortality were calculated with the Cox proportional hazards model. Prevalence of the pre-disease risk factors (40.2%) was nearly four times larger than the metabolic syndrome (10.6%). Individual pre-disease risk factor was associated with significant increases of 13% and 67% (pre-diabetes), 22% and 62% (pre-hypertension), 23% and 32% (overweight) and 17% and 46% (borderline hypertriglyceridemia) on all-cause and ""CVD plus diabetes"" mortality, respectively. Smoking had comparable risks as ""pre diseases"", and, as such, should also be considered as the fifth ""pre-disease"". Like metabolic syndrome, each ""Pre-disease"" is a major and significant risk factor for all cause and cardiovascular mortality, but unlike metabolic syndrome, the definition or clinical follow up of ""Pre-disease"" is simple and straightforward. Recognizing each of the four ""pre-disease"" as a clinical entity, a hitherto sub-clinical status but involving significantly increased mortality, can alert and justify early intervention through changing lifestyle and modifying biologic risk factors."
19406067,Valdes 2009,revista espanola de cardiologia,"INTRODUCTION AND OBJECTIVES: Although type-2 diabetes is a well-known cause of death, the mortality associated with undiagnosed diabetes and early-stage dysglycemia has not been clearly determined. METHODS: This study included 1015 individuals aged 30-75 years who took part in the first phase of the Asturias study (1998-1999). Participants completed a questionnaire and underwent a physical examination and an oral glucose tolerance test (OGTT). All deaths that occurred in the cohort within 6 years of follow-up (i.e. December 1998 to December 2004) were recorded. RESULTS: Participants were divided into four groups according to the condition indicated by their OGTT result in the first phase of the study: normoglycemia, pre-diabetes, undiagnosed diabetes or diagnosed diabetes (World Health Organization 1999 criteria). A total of 42 deaths were recorded during follow-up. With normoglycemic individuals acting as a control group, multivariate analysis showed that the relative risk of mortality was 2.5 (95% CI, 1-6.3) in the group with diagnosed diabetes, 2.7 (95% CI, 1.1-6.7) in the group with undiagnosed diabetes and 1.6 (95% CI, 0.7-4) in the group with pre diabetes. CONCLUSIONS: Both individuals with diagnosed diabetes and those with undiagnosed diabetes had a risk of mortality around 2.5-3 times greater than individuals with normoglycemia. Those with pre-diabetes also had increased mortality relative to the control group, though the difference was not significant."
29453200,Vistisen 2018,diabetes care,"OBJECTIVE: We compared the risk of cardiovascular disease (CVD) and all-cause mortality in subgroups of prediabetes defined by fasting plasma glucose (FPG), 2 h plasma glucose (2hPG), or HbA1c. RESEARCH DESIGN AND METHODS: In the Whitehall II cohort, 5,427 participants aged 50-79 years and without diabetes were followed for a median of 11.5 years. A total of 628 (11.6%) had prediabetes by the World Health Organization (WHO)/International Expert Committee (IEC) criteria (FPG 6.1 6.9 mmol/L and/or HbA1c 6.0-6.4%), and 1,996 (36.8%) by the American Diabetes Association (ADA) criteria (FPG 5.6-6.9 mmol/L and/or HbA1c 5.7-6.4%). In a subset of 4,730 individuals with additional measures of 2hPG, 663 (14.0%) had prediabetes by 2hPG. Incidence rates of a major event (nonfatal/fatal CVD or all cause mortality) were compared for different definitions of prediabetes, with adjustment for relevant confounders. RESULTS: Compared with that for normoglycemia, incidence rate in the context of prediabetes was 54% higher with the WHO/IEC definition and 37% higher with the ADA definition (P < 0.001) but declining to 17% and 12% after confounder adjustment (P >= 0.111). Prediabetes by HbA1c was associated with a doubling in incidence rate for both the IEC and ADA criteria. However, upon adjustment, excess risk was reduced to 13% and 17% (P >= 0.055), respectively. Prediabetes by FPG or 2hPG was not associated with an excess risk in the adjusted analysis. CONCLUSIONS: Prediabetes defined by HbA1c was associated with a worse prognosis than prediabetes defined by FPG or 2hPG. However, the excess risk among individuals with prediabetes is mainly explained by the clustering of other cardiometabolic risk factors associated with hyperglycemia."
16357808,Wandell 2005,diabetes & metabolism,"This study aims at estimating the association between different fasting blood glucose levels (FBG) and total mortality during a long-term follow-up. In all 2,300 subjects were health examined, out of a stratified sample of 32,185 individuals aged 18-64 years drawn from the population in Stockholm County from the years 1969-70. FBG values were divided into following groups:<3.0, 3.0-4.4, 4.5-5.5, 5.66.0, 6.1-6.6, and > 6.6 mmol/l (corresponding to fasting plasma glucose, FPG,<3.5, 3.5-4.9, 5.0-6.0, 6.1-6.9, 7.0-7.7 and > 7.7 mmol/l), and known diabetes mellitus. All participants were followed up in the National Cause of Death Register up to the end of 1996. Multivariate analysis was performed by Cox regression, with three models, the first age- and sex-adjusted, the second also adjusted for care need category and hypertension, and the third with added BMI-category, with hazard ratios (HR) and 95% confidence interval (CI). Smoking habits were available for around half of the sample. Compared to the FBG showing the lowest mortality, i.e. FBG 5.6-6.0 mmol/l, we found an age- and sex-adjusted excess risk for subjects with known diabetes (HR 7.39, 95% CI 3.78-14.45), with FBG > 6.6 mmol/l (HR 2.30, 95% CI 1.20-4.39), and with FBG<3.0 mmol/l (HR 3.44, 95% CI 1.47-8.06). The excess risk persisted when adjusting for care need, hypertension, BMI, and also for smoking. The cause of the increased mortality risk with low FBG values is unclear, but low FBG value seems to be a risk marker of poor health."
17303589,Wang 2007,european heart journal,"AIMS: The metabolic syndrome (MetS) is defined as a clustering of cardiovascular risk factors characterized by insulin resistance. We investigated the relationship of the MetS and its single components, defined by all six different criteria, with coronary heart disease (CHD), cardiovascular disease (CVD), and all-cause mortality in a prospective population-based study. METHODS AND RESULTS: The MetS was defined according to the World Health Organization (WHO), the European Group for the Study of Insulin Resistance (EGIR), the National Cholesterol Education Program (NCEP), the American College of Endocrinology (ACE), the International Diabetes Federation (IDF), and the American Heart Association (updated NCEP) criteria. We investgated the relationship of the MetS defined by aforementioned six criteria with CHD, CVD, and all-cause mortality with Cox regression analyses in a non-diabetic Finnish population of 1025 subjects, aged 65-74 years, during the 13-year follow-up. The MetS defined by all aforementioned criteria was associated with a statistically significant risk for CVD mortality when adjusted for all confounding variables (Hazards Ratios, HRs from 1.31 to 1.51). The MetS defined by the WHO, ACE, and IDF criteria was associated with an increased risk of CHD mortality (HRs from 1.42 to 1.58). There was no association between the MetS by any criteria and all-cause mortality. Of the single components of the MetS, the following predicted CVD mortality in multivariable models: impaired fasting glucose by the WHO, NCEP, and ACE criteria (HR 1.34) and by the IDF and updated NCEP criteria (HR 1.29); impaired glucose tolerance by the WHO and ACE criteria (HR 1.55); low HDL cholesterol by the EGIR criteria (HR 1.50) and by the NCEP, IDF, and updated NCEP criteria (HR 1.29); and microalbuminuria according to the WHO definition (HR 1.86). CONCLUSION: The MetS defined by all six current criteria predicts CVD mortality in elderly subjects. However, of the single components of the MetS, IFG, IGT, low HDL cholesterol, and microalbuminuria predicted CVD mortality with equal or higher HRs when compared with the different definitions of the MetS. Therefore, our study suggests that the MetS is a marker of CVD risk, but not above and beyond the risk associated with its individual components."
16720024,Wang 2007_2,atherosclerosis,"We evaluate the ability of the metabolic syndrome (MetS) defined by five definitions for predicting both incident CHD and diabetes combined, diabetes alone, and CHD alone in a Chinese population. The screening survey for type 2 diabetes was conducted in 1994. A follow-up study of 541 high-risk non-diabetic individuals who were free of CHD at baseline was carried out in 1999 in Beijing area. The MetS was defined by the World Health Organization (WHO), European Group for the Study of Insulin Resistance (EGIR), American College of Endocrinology (ACE), the International Diabetes Federation (IDF), and the National Cholesterol Education Program and the American Heart Association (AHA) (updated NCEP) criteria. From a multiple logistic regression adjusting for age, sex, education, occupation, smoking, family history of diabetes, and total cholesterol, the relative risk of the ACE-defined MetS for incident diabetes alone (67 cases) was 2.29 (95% CI, 1.20-4.34). The MetS defined by the five definitions was associated with a 1.8-3.9 times increased risk for both incident CHD and diabetes combined (59 cases), and with a 1.9-3.0 times for total incident diabetes (126 cases). None of the five definitions predicted either incident CHD alone (177 cases) or total incident CHD (236 cases). In conclusion, the MetS defined by the current definitions appears to be more effective at predicting incident diabetes."
18323501,Wang 2008,stroke,"BACKGROUND AND PURPOSE: Limited information is available on the role of the metabolic syndrome (MetS) to predict stroke. We investigated the relationship of the MetS and its single components, defined by 6 different criteria, with stroke in a prospective population-based study. METHODS: The MetS was defined according to the World Health Organization, the European Group for the Study of Insulin Resistance, the National Cholesterol Education Program (NCEP), the American College of Endocrinology, the International Diabetes Federation, and the American Heart Association (updated NCEP) criteria. We investigated the relationship of the MetS with stroke using Cox regression analyses in 991 Finnish subjects without diabetes, aged 65 to 74 years at baseline, and followed-up for 14 years. RESULTS: The MetS defined by the World Health Organization, European Group for the Study of Insulin Resistance, NCEP, International Diabetes Federation, and updated NCEP criteria was significantly associated with incident stroke (fatal and nonfatal) when adjusted for confounding variables (HR, 1.52 to 1.72). After exclusion of subjects with myocardial infarction, these 5 definitions still predicted stroke (HR, 1.49 to 1.80). Of the single components of the MetS, the following predicted stroke in multivariable models when subjects with myocardial infarction were excluded: impaired glucose tolerance (2-hour glucose in an oral glucose tolerance test, 7.8 to 11.0 mmol/L) by the World Health Organization and American College of Endocrinology criteria (HR, 1.66); insulin resistance (HR, 1.60) by the European Group for the Study of Insulin Resistance criteria; and central obesity (HR, 1.52) by the NCEP criteria. CONCLUSIONS: The MetS defined by the 6 criteria except for the American College of Endocrinology definition predicts stroke in elderly subjects. However, impaired glucose tolerance alone is as strong a predictor of stroke as is the MetS defined by the World Health Organization, NCEP and updated NCEP criteria."
31365039,Wang 2019,JAMA cardiology,"Importance: Whether optimal cardiovascular health metrics may counteract the risk of cardiovascular events among patients with prediabetes or diabetes is unclear. Objective: To investigate the associations of ideal cardiovascular health metrics (ICVHMs) with subsequent development of cardiovascular disease (CVD) among participants with prediabetes or diabetes as compared with participants with normal glucose regulation. Design, setting, and participants: The China Cardiometabolic Disease and Cancer Cohort Study was a nationwide, population-based, prospective cohort study of 20 communities from various geographic regions in China. The study included 111 765 participants who were free from CVD or cancer at baseline. Data were analyzed between 2011 and 2016. Exposures: Prediabetes and diabetes were defined according to the American Diabetes Association 2010 criteria. Seven ICVHMs were adapted from the American Heart Association recommendations. Main outcomes and measures: The composite of incident fatal or nonfatal CVD, including cardiovascular death, myocardial infarction, stroke, and hospitalized or treated heart failure. Results: Of the 111 765 participants, 24 881 (22.3%) had normal glucose regulation, 61 024 (54.6%) had prediabetes, and 25 860 (23.1%) had diabetes. Mean (SD) age ranged from 52.9 (8.6) years to 59.4 (8.7) years. Compared with participants with normal glucose regulation, among participants with prediabetes, the multivariable-adjusted hazard ratio for CVD was 1.34 (95% CI, 1.16-1.55) for participants who had 1 ICVHM or less and 0.57 (95% CI, 0.43-0.75) for participants who had at least 5 ICVHMs; among participants with diabetes, the hazard ratios for CVD were 2.05 (95% CI, 1.76-2.38) and 0.80 (95% CI, 0.56-1.15) for participants who had 1 ICVHM or less and at least 5 ICVHMs, respectively. Such pattern of association between ICVHMs and CVD was more prominent for participants younger than 55 years (prediabetes and at least 5 ICVHMs: hazard ratio [HR], 0.32; 95% CI, 0.16-0.63; 1 ICVHM or less: HR, 1.58; 95% CI, 1.13-2.21; diabetes and at least 5 ICVHMs: HR, 0.99; 95% CI, 0.44-2.26; 1 ICVHM or less: HR, 2.46; 95% CI, 1.71-3.54; compared with normal glucose regulation) than for participants 65 years or older (prediabetes and at least 5 ICVHMs: HR, 0.80; 95% CI, 0.50-1.26; 1 ICVHM or less: HR, 1.01; 95% CI, 0.79-1.31; diabetes and at least 5 ICVHMs: HR, 0.79; 95% CI, 0.46-1.35; 1 ICVHM or less: HR, 1.73; 95% CI, 1.36-2.22, compared with normal glucose regulation; P values for interaction ≤.02). Additionally, the hazard ratio for CVD per additional ICVHM was 0.82 (95% CI, 0.79-0.86) among participants with prediabetes and was 0.85 (95% CI, 0.80-0.89) among participants with diabetes. Conclusions and relevance: Participants with prediabetes or diabetes who had 5 or more ICVHMs exhibited lower or no significant excess CVD risks compared with the participants with normal glucose regulation."
